time,kitchen humidity [%],kitchen luminosity [Lux],kitchen magnitude accelerometer [m/s²],kitchen magnitude gyroscope [°/s],kitchen temperature [°C],entrance humidity [%],entrance luminosity [Lux],entrance magnitude accelerometer [m/s²],entrance magnitude gyroscope [°/s],entrance temperature [°C],living room humidity [%],living room luminosity [Lux],living room magnitude accelerometer [m/s²],living room magnitude gyroscope [°/s],living room temperature [°C],living room air quality index,living room CO2 [ppm],living room min sound pressure [dB],living room max sound pressure [dB]
1733952619000,62.51220703125,6.73,0,0,19.56,54.1015625,64.92,0,0,20.75,58.7646484375,21.54,0,0,19.72,96.12,946.0,33.9,47.95
1733952620000,62.51220703125,6.73,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.54,0,0,19.72,96.12,946.0,34.0,51.7
1733952621000,62.51220703125,6.73,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.54,0,0,19.72,95.81,946.0,34.3,45.05
1733952622000,62.51220703125,6.73,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.54,0,0,19.72,95.5,946.0,34.6,38.4
1733952623000,62.51220703125,6.73,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.54,0,0,19.72,95.5,946.0,34.2,38.55
1733952624000,62.51220703125,6.73,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.54,0,0,19.72,94.955,946.0,33.8,38.7
1733952625000,62.51220703125,6.73,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.54,0,0,19.72,94.41,940.5,34.75,51.85
1733952626000,62.51220703125,6.73,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.54,0,0,19.72,94.41,935.0,35.7,65.0
1733952627000,62.51220703125,6.73,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.54,0,0,19.72,94.41,935.0,34.85,62.65
1733952628000,62.51220703125,6.73,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.54,0,0,19.72,94.58,935.0,34.0,60.3
1733952629000,62.51220703125,6.655,0,0,19.56,54.1015625,64.68,0,0,20.75,58.7646484375,21.54,0,0,19.72,94.75,935.0,34.2,51.9
1733952630000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.54,0,0,19.72,94.75,935.0,34.4,43.5
1733952631000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.54,0,0,19.72,94.855,935.0,34.05,39.6
1733952632000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.54,0,0,19.72,94.96,935.0,33.7,35.7
1733952633000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.54,0,0,19.72,94.96,935.0,34.05,36.45
1733952634000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.54,0,0,19.72,95.47,929.5,34.4,37.2
1733952635000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.54,0,0,19.72,95.98,924.0,33.95,37.3
1733952636000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.54,0,0,19.72,95.98,924.0,33.5,37.4
1733952637000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.54,0,0,19.72,95.1,924.0,34.25,42.6
1733952638000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.54,0,0,19.72,94.22,924.0,35.0,47.8
1733952639000,62.51220703125,6.655,0,0,19.56,54.1015625,64.52,0,0,20.75,58.7646484375,21.54,0,0,19.72,94.22,924.0,34.8,49.55
1733952640000,62.51220703125,6.73,0,0,19.56,54.1015625,64.68,0,0,20.75,58.7646484375,21.54,0,0,19.72,93.6,924.0,34.6,51.3
1733952641000,62.51220703125,6.73,0,0,19.56,54.1015625,64.68,0,0,20.75,58.7646484375,21.54,0,0,19.72,92.98,924.0,34.45,45.6
1733952642000,62.51220703125,6.73,0,0,19.56,54.1015625,64.68,0,0,20.75,58.7646484375,21.42,0,0,19.72,92.98,924.0,34.3,39.9
1733952643000,62.51220703125,6.73,0,0,19.56,54.1015625,64.68,0,0,20.75,58.7646484375,21.3,0,0,19.705,92.44,924.0,34.1,39.0
1733952644000,62.51220703125,6.73,0,0,19.56,54.1015625,64.68,0,0,20.75,58.7646484375,21.3,0,0,19.69,91.9,918.0,33.9,38.1
1733952645000,62.51220703125,6.73,0,0,19.56,54.1015625,64.68,0,0,20.75,58.7646484375,21.3,0,0,19.69,91.9,912.0,34.65,45.15
1733952646000,62.51220703125,6.73,0,0,19.56,54.1015625,64.68,0,0,20.75,58.7646484375,21.3,0,0,19.69,91.76,912.0,35.4,52.2
1733952647000,62.51220703125,6.73,0,0,19.56,54.1015625,64.68,0,0,20.75,58.7646484375,21.3,0,0,19.69,91.62,912.0,35.15,45.75
1733952648000,62.51220703125,6.73,0,0,19.56,54.1015625,64.68,0,0,20.75,58.7646484375,21.3,0,0,19.69,91.62,912.0,34.9,39.3
1733952649000,62.51220703125,6.655,0,0,19.56,54.1015625,64.52,0,0,20.75,58.7646484375,21.3,0,0,19.69,92.075,912.0,35.05,39.15
1733952650000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.3,0,0,19.69,92.53,912.0,35.2,39.0
1733952651000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.3,0,0,19.69,92.53,912.0,35.7,40.8
1733952652000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.38,0,0,19.69,92.725,912.0,36.2,42.6
1733952653000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.46,0,0,19.69,92.92,912.0,36.4,41.65
1733952654000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.46,0,0,19.69,92.92,907.5,36.6,40.7
1733952655000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.46,0,0,19.69,92.37,903.0,37.85,44.75
1733952656000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.46,0,0,19.69,91.82,903.0,39.1,48.8
1733952657000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.46,0,0,19.69,91.82,903.0,39.5,45.55
1733952658000,62.51220703125,6.58,0,0,19.56,54.1015625,64.36,0,0,20.75,58.7646484375,21.46,0,0,19.69,91.43,903.0,39.9,42.3
1733952659000,62.51220703125,6.58,0,0,19.56,54.1015625,64.68,0,0,20.75,58.7646484375,21.46,0,0,19.69,91.04,903.0,40.15,44.35
1733952660000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,91.04,903.0,40.4,46.4
1733952661000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,90.975,903.0,41.1,47.0
1733952662000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,90.91,903.0,41.8,47.6
1733952663000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,90.91,903.0,43.65,54.0
1733952664000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,91.315,896.5,45.5,60.4
1733952665000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,91.72,890.0,44.55,53.8
1733952666000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,91.72,890.0,43.6,47.2
1733952667000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,91.205,890.0,43.4,46.3
1733952668000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,90.69,890.0,43.2,45.4
1733952669000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,90.69,890.0,43.05,49.35
1733952670000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,90.57,890.0,42.9,53.3
1733952671000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,90.45,890.0,43.05,50.2
1733952672000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.38,0,0,19.69,90.45,890.0,43.2,47.1
1733952673000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.3,0,0,19.69,90.375,886.0,42.7,45.95
1733952674000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.3,0,0,19.69,90.3,882.0,42.2,44.8
1733952675000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.3,0,0,19.69,90.3,882.0,42.15,47.25
1733952676000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.3,0,0,19.69,89.575,882.0,42.1,49.7
1733952677000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.3,0,0,19.69,88.85,882.0,41.95,46.5
1733952678000,62.51220703125,6.58,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.3,0,0,19.69,88.85,882.0,41.8,43.3
1733952679000,62.51220703125,6.655,0,0,19.56,54.1015625,65.0,0,0,20.75,58.7646484375,21.3,0,0,19.69,88.355,882.0,41.85,43.25
1733952680000,62.51220703125,6.73,0,0,19.56,54.1015625,64.83,0,0,20.75,58.7646484375,21.3,0,0,19.69,87.86,882.0,41.9,43.2
1733952681000,62.51220703125,6.73,0,0,19.56,54.1015625,64.66,0,0,20.75,58.7646484375,21.3,0,0,19.69,87.86,882.0,41.85,44.65
1733952682000,62.51220703125,6.73,0,0,19.545,54.1015625,64.66,0,0,20.75,58.7646484375,21.38,0,0,19.69,87.875,882.0,41.8,46.1
1733952683000,62.51220703125,6.73,0,0,19.53,54.1015625,64.66,0,0,20.75,58.7646484375,21.46,0,0,19.69,87.89,878.0,41.7,44.5
1733952684000,62.51220703125,6.73,0,0,19.53,54.1015625,64.66,0,0,20.75,58.7646484375,21.46,0,0,19.69,87.89,874.0,41.6,42.9
1733952685000,62.51220703125,6.73,0,0,19.53,54.1015625,64.66,0,0,20.75,58.7646484375,21.46,0,0,19.69,87.69,874.0,41.6,43.9
1733952686000,62.51220703125,6.73,0,0,19.53,54.1015625,64.66,0,0,20.75,58.7646484375,21.46,0,0,19.69,87.49,874.0,41.6,44.9
1733952687000,62.51220703125,6.73,0,0,19.53,54.1015625,64.66,0,0,20.75,58.7646484375,21.46,0,0,19.69,87.49,874.0,42.15,48.0
1733952688000,62.51220703125,6.73,0,0,19.53,54.1015625,64.66,0,0,20.75,58.7646484375,21.46,0,0,19.69,86.565,874.0,42.7,51.1
1733952689000,62.51220703125,6.655,0,0,19.53,54.1015625,64.83,0,0,20.75,58.7646484375,21.46,0,0,19.69,85.64,874.0,46.25,52.4
1733952690000,62.51220703125,6.58,0,0,19.53,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,85.64,874.0,49.8,53.7
1733952691000,62.51220703125,6.58,0,0,19.53,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,85.16,874.0,49.35,55.0
1733952692000,62.51220703125,6.58,0,0,19.53,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,84.68,874.0,48.9,56.3
1733952693000,62.51220703125,6.58,0,0,19.53,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,84.68,871.5,47.15,54.05
1733952694000,62.51220703125,6.58,0,0,19.53,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,84.955,869.0,45.4,51.8
1733952695000,62.51220703125,6.58,0,0,19.53,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,85.23,869.0,43.8,49.3
1733952696000,62.51220703125,6.58,0,0,19.53,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,85.23,869.0,42.2,46.8
1733952697000,62.51220703125,6.58,0,0,19.53,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,84.65,869.0,40.5,44.8
1733952698000,62.51220703125,6.58,0,0,19.53,54.1015625,65.0,0,0,20.75,58.7646484375,21.46,0,0,19.69,84.07,869.0,38.8,42.8
1733952699000,62.51220703125,6.58,0,0,19.53,54.1015625,64.91,0,0,20.75,58.7646484375,21.46,0,0,19.69,84.07,869.0,38.4,42.25
1733952700000,62.51220703125,6.58,0,0,19.53,54.1015625,64.82,0,0,20.75,58.7646484375,21.46,0,0,19.69,83.59,869.0,38.0,41.7
1733952701000,62.51220703125,6.58,0,0,19.53,54.1015625,64.82,0,0,20.75,58.7646484375,21.46,0,0,19.69,83.11,869.0,37.15,43.15
1733952702000,62.51220703125,6.58,0,0,19.53,54.1015625,64.82,0,0,20.75,58.7646484375,21.46,0,0,19.69,83.11,866.5,36.3,44.6
1733952703000,62.51220703125,6.58,0,0,19.53,54.1015625,64.82,0,0,20.75,58.7646484375,21.46,0,0,19.675,83.51,864.0,37.5,43.0
1733952704000,62.51220703125,6.58,0,0,19.53,54.1015625,64.82,0,0,20.75,58.7646484375,21.46,0,0,19.66,83.91,864.0,38.7,41.4
1733952705000,62.51220703125,6.58,0,0,19.53,54.1015625,64.82,0,0,20.75,58.7646484375,21.46,0,0,19.66,83.91,864.0,37.85,41.45
1733952706000,62.51220703125,6.58,0,0,19.53,54.1015625,64.82,0,0,20.75,58.7646484375,21.46,0,0,19.66,84.325,864.0,37.0,41.5
1733952707000,62.51220703125,6.58,0,0,19.53,54.1015625,64.82,0,0,20.75,58.7646484375,21.46,0,0,19.66,84.74,864.0,35.75,39.85
